Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students
5791,COOLBELLUP COMMUNITY SCHOOL,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,-32.08185386,115.8088051,08 9487 9500,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,25,20,19,17,19,29,29,28,,,,,,,,,186
6047,COOLBELLUP LEARNING CENTRE,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,-32.08185386,115.8088051,08 9487 9502,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,2,5,7,7,12,6,4,7,,,,,,,,,50
5116,COOLBINIA PRIMARY SCHOOL,BRADFORD STREET,COOLBINIA,WA,6050,BRADFORD STREET,COOLBINIA,WA,6050,-31.91309496,115.8590308,08 9427 8450,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,36,42,39,53,46,60,56,49,,,,,,,,,381
5117,COOLGARDIE PRIMARY SCHOOL,46 SHAW STREET,COOLGARDIE,WA,6429,46 SHAW STREET,COOLGARDIE,WA,6429,-30.95018807,121.1671483,08 9068 3100,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,5,4,5,2,4,3,3,10,,,,,,,,,36
5606,COOLOONGUP PRIMARY SCHOOL,21 WESTERLY WAY,COOLOONGUP,WA,6168,21 WESTERLY WAY,COOLOONGUP,WA,6168,-32.29797619,115.7552819,08 9591 6900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,30,47,34,49,46,42,51,49,,,,,,,,,348
5120,COOROW PRIMARY SCHOOL,14 BRISTOL STREET,COOROW,WA,6515,14 BRISTOL STREET,COOROW,WA,6515,-29.87940195,116.0234057,08 9952 2800,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,8,8,3,3,5,3,5,,,,,,,,,38
1329,CORNERSTONE CHRISTIAN COLLEGE,GRACE COURT,BUSSELTON,WA,6280,GRACE COURT,BUSSELTON,WA,6280,-33.67026207,115.3229807,08 6706 7100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,25,18,22,34,24,34,32,30,,39,42,27,34,17,13,,391
1299,CORPUS CHRISTI COLLEGE,MURDOCH DRIVE,BATEMAN,WA,6150,MURDOCH DRIVE,BATEMAN,WA,6150,-32.05699614,115.8429056,08 6332 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,78,59,59,59,60,64,64,64,,235,233,197,234,212,206,,"1,824"
4068,CORRIGIN DISTRICT HIGH SCHOOL,53 LYNCH STREET,CORRIGIN,WA,6375,53 LYNCH STREET,CORRIGIN,WA,6375,-32.32675596,117.8771847,08 9063 4400,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,9,17,11,13,15,12,15,13,,6,2,2,10,,,,125
5123,COTTESLOE PRIMARY SCHOOL,530 STIRLING HIGHWAY,PEPPERMINT GROVE,WA,6011,530 STIRLING HIGHWAY,PEPPERMINT GROVE,WA,6011,-32.002516,115.761337,08 9382 7300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,43,46,50,40,45,48,36,,,,,,,,,342
1465,COURT GRAMMAR SCHOOL,1 BISHOP ROAD,MUNDIJONG,WA,6123,1 BISHOP ROAD,MUNDIJONG,WA,6123,-32.26965841,115.9912806,08 9526 5000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,73,52,54,55,67,53,69,61,,106,84,79,69,59,54,,935
5125,COWARAMUP PRIMARY SCHOOL,24 WAVERLEY ROAD,COWARAMUP,WA,6284,PO BOX 380,COWARAMUP,WA,6284,-33.85180355,115.1071506,08 9756 5400,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,50,33,75,46,38,48,43,,,,,,,,,373
5816,CRAIGIE HEIGHTS PRIMARY SCHOOL,47 SPINAWAY STREET,CRAIGIE,WA,6025,47 SPINAWAY STREET,CRAIGIE,WA,6025,-31.79004304,115.7602644,08 6206 2200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,47,60,48,50,47,43,47,,,,,,,,,382
5126,CRANBROOK PRIMARY SCHOOL,63 KING STREET,CRANBROOK,WA,6321,PO BOX 109,CRANBROOK,WA,6321,-34.29276525,117.5508016,08 9826 0000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,6,10,6,5,7,11,7,,,,,,,,,58
6059,CREANEY EDUCATION SUPPORT CENTRE,50 KINGSLEY DRIVE,KINGSLEY,WA,6026,6 CREANEY DRIVE,KINGSLEY,WA,6026,-31.80400875,115.7885222,08 9408 2950,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,6,6,2,10,10,14,9,4,,,,,,,,,61
5667,CREANEY PRIMARY SCHOOL,6 CREANEY DRIVE,KINGSLEY,WA,6026,6 CREANEY DRIVE,KINGSLEY,WA,6026,-31.80400875,115.7885224,08 9408 2900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,36,50,54,54,44,50,32,,,,,,,,,360
5127,CUE PRIMARY SCHOOL,SIMPSON STREET,CUE,WA,6640,PO BOX 58,CUE,WA,6640,-27.42017103,117.8970268,08 9963 0200,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y10,3,5,6,4,4,3,2,2,,3,2,1,3,,,,38
4069,CUNDERDIN DISTRICT HIGH SCHOOL,CUBBINE STREET,CUNDERDIN,WA,6407,CUBBINE STREET,CUNDERDIN,WA,6407,-31.65627,117.243877,08 9635 3300,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,14,12,13,16,15,15,15,20,,12,13,14,14,,,,173
5757,CURRAMBINE PRIMARY SCHOOL,28 AMBASSADOR DRIVE,CURRAMBINE,WA,6028,28 AMBASSADOR DRIVE,CURRAMBINE,WA,6028,-31.73364969,115.7491022,08 6207 6100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,94,89,97,97,98,107,92,88,,,,,,,,,762
5257,CURTIN PRIMARY SCHOOL,20 GOSS AVENUE,MANNING,WA,6152,20 GOSS AVENUE,MANNING,WA,6152,-32.00690937,115.8737611,08 6455 8050,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,16,26,23,27,9,12,21,15,,,,,,,,,149
4015,CYRIL JACKSON SENIOR CAMPUS,53 REID STREET,BASSENDEAN,WA,6054,PO BOX 108,BASSENDEAN,WA,6934,-31.91290966,115.9424646,08 9413 4700,NORTH METROPOLITAN,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,303,88,,391
6048,CYRIL JACKSON SENIOR CAMPUS EDUCATION SUPPORT CENTRE,53 REID STREET,BASSENDEAN,WA,6054,PO BOX 108,BASSENDEAN,WA,6934,-31.91290966,115.9424646,08 9413 4850,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y10,Y12,,,,,,,,,,,,,5,12,25,,42
1306,DALE CHRISTIAN COLLEGE WA,150 FORREST ROAD,ARMADALE,WA,6112,150 FORREST ROAD,ARMADALE,WA,6112,-32.15932611,115.9987357,08 9497 1444,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,35,53,31,52,53,39,56,40,,52,47,44,38,38,31,,609
5131,DALKEITH PRIMARY SCHOOL,44 CIRCE CIRCLE,DALKEITH,WA,6009,PO BOX 5402,DALKEITH,WA,6009,-31.99644115,115.797872,08 9287 7100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,36,27,45,51,50,45,36,42,,,,,,,,,332
5703,DALMAIN PRIMARY SCHOOL,64 DALMAIN STREET,KINGSLEY,WA,6026,64 DALMAIN STREET,KINGSLEY,WA,6026,-31.81392422,115.7907121,08 6207 2200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,31,40,29,48,30,30,28,34,,,,,,,,,270
4070,DALWALLINU DISTRICT HIGH SCHOOL,97 JOHNSTON STREET,DALWALLINU,WA,6609,97 JOHNSTON STREET,DALWALLINU,WA,6609,-30.2704732,116.6610879,08 6661 1500,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,15,24,20,22,11,20,22,18,,21,18,15,13,2,2,,223
4183,DALYELLUP COLLEGE,WAKE DRIVE,DALYELLUP,WA,6230,PO BOX 1096,BUNBURY,WA,6231,-33.40385496,115.6257673,08 9797 9200,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,101,115,98,125,100,80,,619
5779,DALYELLUP PRIMARY SCHOOL,14 HARTOG ROAD,DALYELLUP,WA,6230,PO BOX 679,BUNBURY,WA,6231,-33.39985687,115.6228338,08 9796 5600,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,35,48,45,67,52,64,48,61,,,,,,,,,420
5133,DAMPIER PRIMARY SCHOOL,42 CHURCH ROAD,DAMPIER,WA,6713,42 CHURCH ROAD,DAMPIER,WA,6713,-20.6644723,116.705717,08 9183 4300,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,30,26,26,27,28,17,27,,,,,,,,,202
5135,DANDARAGAN PRIMARY SCHOOL,DANDARAGAN ROAD,DANDARAGAN,WA,6507,PO BOX 91,DANDARAGAN,WA,6507,-30.67304886,115.7019541,08 9688 9900,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,12,4,9,13,6,13,8,,,,,,,,,71
5136,DARDANUP PRIMARY SCHOOL,HAYWARD STREET,DARDANUP,WA,6236,HAYWARD STREET,DARDANUP,WA,6236,-33.40089693,115.7575813,08 9728 2060,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,28,26,33,13,22,20,21,,,,,,,,,184
5826,DARKAN PRIMARY SCHOOL,DARKAN SOUTH ROAD,DARKAN,WA,6392,DARKAN SOUTH ROAD,DARKAN,WA,6392,-33.33586626,116.7346573,08 6716 8900,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,7,6,5,8,7,7,15,13,,,,,,,,,68
4116,DARLING RANGE SPORTS COLLEGE,117 BERKSHIRE ROAD,FORRESTFIELD,WA,6058,117 BERKSHIRE ROAD,FORRESTFIELD,WA,6058,-31.97566063,116.0108597,08 9453 0100,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,232,208,218,215,140,148,,"1,161"
5138,DARLINGTON PRIMARY SCHOOL,2-14 AMHERST AVENUE,DARLINGTON,WA,6070,2-14 AMHERST AVENUE,DARLINGTON,WA,6070,-31.92015078,116.07754,08 9257 4000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,47,45,42,36,57,46,38,45,,,,,,,,,356
5566,DAVALLIA PRIMARY SCHOOL,6 JUNIPER WAY,DUNCRAIG,WA,6023,6 JUNIPER WAY,DUNCRAIG,WA,6023,-31.84104283,115.7874618,08 9246 8750,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,69,61,85,67,78,82,57,,,,,,,,,559
5653,DAWSON PARK PRIMARY SCHOOL,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,-31.97788644,115.9999814,08 9483 2000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,61,57,54,73,56,66,63,60,,,,,,,,,490
5691,DAWUL REMOTE COMMUNITY SCHOOL,DOON DOON STATION,KUNUNURRA,WA,6743,PO BOX 1881,KUNUNURRA,WA,6743,-16.306425,128.2465,08 9167 0000,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y06,2,1,2,3,,1,2,3,,,,,,,,,14
5874,DAYTON PRIMARY SCHOOL,290 ARTHUR STREET,DAYTON,WA,6055,290 ARTHUR STREET,DAYTON,WA,6055,-31.850991,115.975449,08 9461 2750,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,42,47,24,28,21,21,12,8,,,,,,,,,203
5414,DEANMORE PRIMARY SCHOOL,21 DEANMORE ROAD,KARRINYUP,WA,6018,21 DEANMORE ROAD,KARRINYUP,WA,6018,-31.88323747,115.7666076,08 9222 9250,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,70,53,61,66,73,72,59,53,,,,,,,,,507
5767,DENMARK PRIMARY SCHOOL,MITCHELL STREET,DENMARK,WA,6333,MITCHELL STREET,DENMARK,WA,6333,-34.96364766,117.3534296,08 9848 4700,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,51,49,59,61,47,53,76,58,,,,,,,,,454
4072,DENMARK SENIOR HIGH SCHOOL,956 SOUTH COAST HIGHWAY,DENMARK,WA,6333,956 SOUTH COAST HIGHWAY,DENMARK,WA,6333,-34.95741408,117.3645842,08 9848 0100,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,95,87,76,74,52,65,,449
4073,DERBY DISTRICT HIGH SCHOOL,10 ANDERSON STREET,DERBY,WA,6728,PMB 958,DERBY,WA,6728,-17.30943881,123.633739,08 9193 3000,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,37,44,58,47,33,45,61,43,,56,53,48,46,40,36,,647
5144,DIANELLA HEIGHTS PRIMARY SCHOOL,9 BEAMAN STREET,DIANELLA,WA,6059,9 BEAMAN STREET,DIANELLA,WA,6059,-31.88273396,115.8661514,08 9218 1450,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,58,54,57,51,77,60,50,63,,,,,,,,,470
5309,DIANELLA PRIMARY COLLEGE,LAYTHORNE STREET,DIANELLA,WA,6059,LAYTHORNE STREET,DIANELLA,WA,6059,-31.87939428,115.8548645,08 9263 5100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,40,57,51,46,50,49,56,,,,,,,,,389
4036,DIANELLA SECONDARY COLLEGE,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,-31.87818209,115.8549027,08 9345 9200,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,91,93,98,94,95,86,,557
6068,DIANELLA SECONDARY COLLEGE EDUCATION SUPPORT CENTRE,9 LAYTHORNE STREET,DIANELLA,WA,6059,9 LAYTHORNE STREET,DIANELLA,WA,6059,-31.879454,115.853534,08 9345 9272,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,,22,22,16,14,17,22,,113
1405,DIVINE MERCY COLLEGE,326 YANGEBUP ROAD,YANGEBUP,WA,6164,326 YANGEBUP ROAD,YANGEBUP,WA,6164,-32.12468637,115.8251697,08 9417 3267,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,12,15,20,24,19,20,24,23,,31,27,31,33,29,28,,336
5760,DJIDI DJIDI ABORIGINAL SCHOOL,ERICA ENTRANCE,BUNBURY,WA,6230,ERICA ENTRANCE,BUNBURY,WA,6230,-33.3480231,115.6823564,08 9724 9444,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,9,14,10,12,9,15,8,,,,,,,,,83
5098,DJUGERARI REMOTE COMMUNITY SCHOOL,FOURTH STREET,DJUGERARI COMMUNITY,WA,6765,PO BOX 112,FITZROY CROSSING,WA,6765,-18.988706,125.510396,08 9981 4460,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,PPR,Y07,,2,1,2,2,3,,1,,1,,,,,,,12
4131,DONGARA DISTRICT HIGH SCHOOL,13 CAVE WAY,DONGARA,WA,6525,13 CAVE WAY,DONGARA,WA,6525,-29.24926582,114.9285663,08 9927 7200,MIDWEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,20,24,27,31,30,28,35,39,,18,27,27,26,12,10,,354
4074,DONNYBROOK DISTRICT HIGH SCHOOL,10 BENTLEY STREET,DONNYBROOK,WA,6239,10 BENTLEY STREET,DONNYBROOK,WA,6239,-33.57479874,115.8209925,08 9732 4300,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,37,51,27,50,33,46,36,59,,26,29,25,33,,,,452
5150,DOUBLEVIEW PRIMARY SCHOOL,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,-31.89845085,115.7776617,08 9392 7400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,61,56,60,66,64,53,58,61,,,,,,,,,479
4075,DOWERIN DISTRICT HIGH SCHOOL,35 MEMORIAL AVENUE,DOWERIN,WA,6461,35 MEMORIAL AVENUE,DOWERIN,WA,6461,-31.19174,117.037882,08 9631 4400,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y11,9,13,13,15,10,12,14,13,,11,13,10,10,1,,,144
5694,DRYANDRA PRIMARY SCHOOL,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,-31.85529627,115.8623522,08 9345 6400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,33,31,28,23,37,28,29,,,,,,,,,230
5587,DUDLEY PARK PRIMARY SCHOOL,GILLARK STREET,MANDURAH,WA,6210,PO BOX 915,MANDURAH,WA,6210,-32.54121027,115.735351,08 9586 0650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,37,49,51,57,44,48,51,,,,,,,,,377
5773,DUMBLEYUNG PRIMARY SCHOOL,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,-33.31275734,117.7386752,08 9863 2500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,5,7,8,5,6,5,4,5,,,,,,,,,45
5575,DUNCRAIG PRIMARY SCHOOL,21 ROCHE ROAD,DUNCRAIG,WA,6023,21 ROCHE ROAD,DUNCRAIG,WA,6023,-31.83197629,115.7707544,08 6224 2150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,59,49,58,60,62,54,61,46,,,,,,,,,449
4129,DUNCRAIG SENIOR HIGH SCHOOL,22 SULLIVAN ROAD,DUNCRAIG,WA,6023,22 SULLIVAN ROAD,DUNCRAIG,WA,6023,-31.82190527,115.767131,08 6241 5400,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,316,340,336,308,297,215,,"1,812"
5155,DUNSBOROUGH PRIMARY SCHOOL,40 TURNER STREET,DUNSBOROUGH,WA,6281,TURNER STREET,DUNSBOROUGH,WA,6281,-33.60060793,115.0997912,08 9781 3777,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,89,80,75,97,85,103,95,94,,,,,,,,,718
6029,DURHAM ROAD SCHOOL,37 DURHAM ROAD,BAYSWATER,WA,6053,37 DURHAM ROAD,BAYSWATER,WA,6053,-31.91510281,115.918598,08 9238 0900,NORTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,10,19,32,21,19,26,12,15,,17,10,16,20,15,5,,237
5157,DWELLINGUP PRIMARY SCHOOL,10 NEWTON STREET,DWELLINGUP,WA,6213,10 NEWTON STREET,DWELLINGUP,WA,6213,-32.71529394,116.0641876,08 9538 5100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,4,7,6,6,9,3,6,7,,,,,,,,,48
5626,EAST BEECHBORO PRIMARY SCHOOL,BROCKMILL AVENUE,BEECHBORO,WA,6063,BROCKMILL AVENUE,BEECHBORO,WA,6063,-31.87236969,115.9508182,08 6216 1900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,43,46,59,53,56,51,57,,,,,,,,,398
5801,EAST BUTLER PRIMARY SCHOOL,7 AMERSHAM CRESCENT,BUTLER,WA,6036,7 AMERSHAM CRESCENT,BUTLER,WA,6036,-31.6437585,115.7117596,08 9561 7777,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,31,39,40,39,43,46,43,47,,,,,,,,,328
5177,EAST FREMANTLE PRIMARY SCHOOL,8 FORREST STREET,FREMANTLE,WA,6160,8 FORREST STREET,FREMANTLE,WA,6160,-32.04789275,115.7591484,08 9432 1200,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,53,52,50,65,52,76,58,,,,,,,,,446
5627,EAST HAMERSLEY PRIMARY SCHOOL,20 DOON WAY,HAMERSLEY,WA,6022,20 DOON WAY,HAMERSLEY,WA,6022,-31.84763444,115.8186051,08 9462 9550,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,40,37,28,43,35,28,24,,,,,,,,,269
5201,EAST HAMILTON HILL PRIMARY SCHOOL,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,-32.07753718,115.7892828,08 9487 9300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,28,27,21,27,39,30,22,,,,,,,,,234
5232,EAST KALGOORLIE PRIMARY SCHOOL,4 MAFEKING STREET,KALGOORLIE,WA,6430,PO BOX 10501,KALGOORLIE PO,WA,6433,-30.74742189,121.4854297,08 9068 2400,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,26,24,19,23,14,11,16,,,,,,,,,153
5634,EAST KENWICK PRIMARY SCHOOL,96 KENWICK ROAD,KENWICK,WA,6107,96 KENWICK ROAD,KENWICK,WA,6107,-32.03172749,115.9796025,08 6216 4150,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,50,55,43,68,36,56,32,,,,,,,,,379
4123,EAST KIMBERLEY COLLEGE,MANGALOO STREET,KUNUNURRA,WA,6743,PO BOX 617,KUNUNURRA,WA,6743,-15.76888254,128.7361825,08 9168 4400,KIMBERLEY,K-12 SCHOOLS,K-12 SCHOOLS,KIN,Y12,58,79,66,75,70,83,75,63,,84,78,70,60,38,30,,929
5571,EAST MADDINGTON PRIMARY SCHOOL,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,-32.05542616,116.0041234,08 9217 8650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,57,42,50,56,63,51,66,,,,,,,,,424
5537,EAST MANJIMUP PRIMARY SCHOOL,CNR YOUNG/OCONNOR STREETS,MANJIMUP,WA,6258,O'CONNOR STREET,MANJIMUP,WA,6258,-34.24502646,116.151728,08 9771 9200,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,30,31,32,27,31,30,39,37,,,,,,,,,257
5342,EAST NARROGIN PRIMARY SCHOOL,HOMER STREET,NARROGIN,WA,6312,HOMER STREET,NARROGIN,WA,6312,-32.93547426,117.1883722,08 9882 1600,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,12,13,16,9,14,15,25,,,,,,,,,110
6065,EAST VICTORIA PARK EDUCATION SUPPORT CENTRE,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.9080897,08 6228 0750,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,6,5,7,8,6,7,4,4,,,,,,,,,47
5445,EAST VICTORIA PARK PRIMARY SCHOOL,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.9080897,08 6228 0700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,36,52,50,54,51,59,45,42,,,,,,,,,389
5681,EAST WAIKIKI PRIMARY SCHOOL,21 GIBB ROAD,COOLOONGUP,WA,6168,21 GIBB ROAD,COOLOONGUP,WA,6168,-32.3040885,115.7605364,08 9591 6600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,40,29,41,45,50,51,53,,,,,,,,,349
5577,EAST WANNEROO PRIMARY SCHOOL,32 HIGH ROAD,WANNEROO,WA,6065,32 HIGH ROAD,WANNEROO,WA,6065,-31.7568505,115.8168149,08 6207 3600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,37,43,42,44,40,50,41,,,,,,,,,336
4182,EASTERN GOLDFIELDS COLLEGE,70 CASSIDY STREET,KALGOORLIE,WA,6430,LOCKED BAG 33,KALGOORLIE PO,WA,6433,-30.75101639,121.4753746,08 9092 3100,GOLDFIELDS,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,252,163,,415
6078,EASTERN GOLDFIELDS EDUCATION SUPPORT CENTRE,BOOMERANG CRESCENT,KALGOORLIE,WA,6430,PMB 9,KALGOORLIE,WA,6433,-30.76705062,121.4788763,08 9092 0000,GOLDFIELDS,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,,6,4,13,14,9,6,,52
8365,EASTERN HILLS COMMUNITY KINDERGARTEN AND PLAYGROUP,20B CHIDLOW STREET,MOUNT HELENA,WA,6082,PO BOX 105,MOUNT HELENA,WA,6082,-31.8749,116.216,08 9572 1875,NORTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,6,,,,,,,,,,,,,,,,6
4017,EASTERN HILLS SENIOR HIGH SCHOOL,LOT 289 KEANE STREET EAST,MOUNT HELENA,WA,6082,LOT 289 KEANE STREET EAST,MOUNT HELENA,WA,6082,-31.87396818,116.2200892,08 9573 0300,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,143,141,153,167,155,130,,889
4161,EATON COMMUNITY COLLEGE,20 RECREATION DRIVE,EATON,WA,6232,20 RECREATION DRIVE,EATON,WA,6232,-33.3176055,115.7228908,08 9796 7000,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,90,92,111,113,74,48,,528
5158,EATON PRIMARY SCHOOL,35 DIADEM STREET,EATON,WA,6232,PO BOX 345,BUNBURY,WA,6231,-33.32181891,115.7028431,08 9796 2600,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,48,61,48,52,57,45,59,44,,,,,,,,,414
5677,EDDYSTONE PRIMARY SCHOOL,LITTORINA AVENUE,HEATHRIDGE,WA,6027,LITTORINA AVENUE,HEATHRIDGE,WA,6027,-31.76706411,115.7690002,08 9406 5100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,35,28,36,43,35,34,29,31,,,,,,,,,271
